,Restaurant ID,Restaurant Name,City,Longitude,Latitude,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Votes,Cuisine 1_Afghani,Cuisine 1_American,Cuisine 1_Andhra,Cuisine 1_Arabian,Cuisine 1_Asian,Cuisine 1_Assamese,Cuisine 1_Awadhi,Cuisine 1_Bakery,Cuisine 1_Bengali,Cuisine 1_Beverages,Cuisine 1_Bihari,Cuisine 1_Biryani,Cuisine 1_British,Cuisine 1_Burger,Cuisine 1_Burmese,Cuisine 1_Cafe,Cuisine 1_Charcoal Grill,Cuisine 1_Chinese,Cuisine 1_Continental,Cuisine 1_Desserts,Cuisine 1_Drinks Only,Cuisine 1_European,Cuisine 1_Fast Food,Cuisine 1_Finger Food,Cuisine 1_French,Cuisine 1_Goan,Cuisine 1_Greek,Cuisine 1_Gujarati,Cuisine 1_Healthy Food,Cuisine 1_Hyderabadi,Cuisine 1_Ice Cream,Cuisine 1_Indian,Cuisine 1_Italian,Cuisine 1_Japanese,Cuisine 1_Juices,Cuisine 1_Kashmiri,Cuisine 1_Kerala,Cuisine 1_Korean,Cuisine 1_Lebanese,Cuisine 1_Lucknowi,Cuisine 1_Maharashtrian,Cuisine 1_Malaysian,Cuisine 1_Malwani,Cuisine 1_Mediterranean,Cuisine 1_Mexican,Cuisine 1_Middle Eastern,Cuisine 1_Mithai,Cuisine 1_Modern Indian,Cuisine 1_Mughlai,Cuisine 1_Naga,Cuisine 1_Nepalese,Cuisine 1_North Eastern,Cuisine 1_North Indian,Cuisine 1_Oriya,Cuisine 1_Parsi,Cuisine 1_Persian,Cuisine 1_Pizza,Cuisine 1_Portuguese,Cuisine 1_Rajasthani,Cuisine 1_Raw Meats,Cuisine 1_Salad,Cuisine 1_Seafood,Cuisine 1_South American,Cuisine 1_South Indian,Cuisine 1_Spanish,Cuisine 1_Steak,Cuisine 1_Street Food,Cuisine 1_Sushi,Cuisine 1_Tea,Cuisine 1_Tex-Mex,Cuisine 1_Thai,Cuisine 1_Tibetan,Cuisine 1_Turkish,Cuisine 1_Vietnamese,Rating text,Aggregate rating
37,111826,Yanki Sizzlers,Ahmedabad,72.5181257,23.0534466,1200,0,0,0,3,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.1
38,110516,The Garden Cafe - The Fern,Ahmedabad,72.5222172,23.0640914,1200,0,0,0,3,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.1
39,18371341,Mazzo,Ahmedabad,72.5281083,23.0418026,550,0,1,0,2,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.9
40,113570,Turquoise Villa,Ahmedabad,72.54345129999999,23.0285142,1200,0,0,0,3,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.0
41,2400020,Aryan Family's Delight,Allahabad,81.834502,25.454648000000002,500,0,0,0,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.4
42,2400148,Bean Here,Allahabad,81.83316667,25.45343611,350,0,0,0,2,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.3
43,2400019,Bikanerwala,Allahabad,81.832616,25.451517000000003,500,0,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.2
44,2400193,Dewsis,Allahabad,0.0,0.0,600,0,0,0,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.4
45,2400027,Friends Forever,Allahabad,81.835585,25.457687,600,0,0,0,3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.4
46,17960073,Hotel Ravisha Continental,Allahabad,0.0,0.0,600,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.4
47,2400119,KFC,Allahabad,81.839744,25.449659,500,0,0,0,3,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.4
